t,S1,S2,S3,E1,E2,E3,Ev,Eq,Sp,Sq,Ep_q
4.5,234543801.200059,-1.31746952035512e-10,-2.33997181804963e-09,0.000999999999999997,-0.000148184298302261,-0.000148184298302261,0.000703631403395476,0.00076545619906156,-78181267.0666863,234543801.200059,0.00345337047778383
4.52,234924754.423347,5.20367808579344e-10,-1.76934307078324e-09,0.00104,-0.000167612868467328,-0.000167612868467328,0.000704774263065341,0.000805075245828754,-78308251.474449,234924754.423347,0.00349146571166739
4.54,235305707.646635,1.17248256919423e-09,-1.19871432351683e-09,0.00108,-0.000187041438632396,-0.000187041438632396,0.000705917122735205,0.000844694292596842,-78435235.8822117,235305707.646635,0.00352956094555095
4.56,235686660.869923,1.82459732980911e-09,-6.28085576250426e-10,0.00112,-0.000206470008797464,-0.000206470008797464,0.000707059982405069,0.000884313339365704,-78562220.2899744,235686660.869923,0.00356765617943451
4.58,236067614.093211,2.47671209042397e-09,-5.74568289840432e-11,0.00116,-0.000225898578962532,-0.000225898578962532,0.000708202842074934,0.000923932386135237,-78689204.6977371,236067614.093211,0.00360575141331807
4.6,236448567.3165,3.12882685103883e-09,5.1317191828234e-10,0.0012,-0.000245327149127599,-0.000245327149127599,0.000709345701744798,0.00096355143290536,-78816189.1054998,236448567.3165,0.00364384664720163
4.62,236829520.539788,3.78094161165371e-09,1.08380066554875e-09,0.00124,-0.000264755719292667,-0.000264755719292667,0.000710488561414663,0.00100317047967601,-78943173.5132626,236829520.539788,0.00368194188108519
4.64,237210473.763076,4.43305637226857e-09,1.65442941281513e-09,0.00128,-0.000284184289457735,-0.000284184289457735,0.000711631421084527,0.00104278952644711,-79070157.9210253,237210473.763076,0.00372003711496875
4.66,237591426.986364,5.08517113288345e-09,2.22505816008154e-09,0.00132,-0.000303612859622803,-0.000303612859622803,0.000712774280754391,0.00108240857321863,-79197142.328788,237591426.986364,0.00375813234885231
4.68,237972380.209652,5.73728589349831e-09,2.79568690734792e-09,0.00136,-0.00032304142978787,-0.00032304142978787,0.000713917140424256,0.00112202761999051,-79324126.7365507,237972380.209652,0.00379622758273587
4.7,238353333.152552,6.20858836956517e-09,3.39937458878675e-09,0.0014,-0.000342470000373521,-0.000342470000373521,0.000715059999252955,0.00116164666704311,-79451111.0508507,238353333.152552,0.00383432281802137
4.72,238734286.045302,6.64755116046607e-09,4.00897511804853e-09,0.00144,-0.000361898571034395,-0.000361898571034395,0.000716202857931206,0.00120126571414616,-79578095.3484341,238734286.045302,0.00387241805355762
4.74,239115238.938053,7.08651395136699e-09,4.61857564731033e-09,0.00148,-0.00038132714169527,-0.00038132714169527,0.000717345716609457,0.00124088476124947,-79705079.6460175,239115238.938053,0.00391051328909386
4.76,239496191.830803,7.52547674226789e-09,5.22817617657211e-09,0.00152,-0.000400755712356144,-0.000400755712356144,0.000718488575287708,0.00128050380835303,-79832063.943601,239496191.830803,0.00394860852463011
4.78,239877144.723553,7.96443953316881e-09,5.83777670583391e-09,0.00156,-0.000420184283017019,-0.000420184283017019,0.000719631433965959,0.00132012285545681,-79959048.2411844,239877144.723553,0.00398670376016636
4.8,240258097.616303,8.40340232406972e-09,6.44737723509569e-09,0.0016,-0.000439612853677893,-0.000439612853677893,0.00072077429264421,0.00135974190256079,-80086032.5387678,240258097.616303,0.00402479899570261
4.82,240639050.509054,8.84236511497064e-09,7.0569777643575e-09,0.00164,-0.000459041424338768,-0.000459041424338768,0.000721917151322461,0.00139936094966496,-80213016.8363512,240639050.509054,0.00406289423123886
4.84,241020003.401804,9.28132790587154e-09,7.66657829361927e-09,0.00168,-0.000478469994999642,-0.000478469994999642,0.000723060010000712,0.0014389799967693,-80340001.1339347,241020003.401804,0.00410098946677511
4.86,241400956.294554,9.72029069677246e-09,8.27617882288108e-09,0.00172,-0.000497898565660518,-0.000497898565660518,0.000724202868678962,0.00147859904387379,-80466985.4315181,241400956.294554,0.00413908470231136
4.88,241781909.187305,1.01592534876734e-08,8.88577935214286e-09,0.00176,-0.000517327136321392,-0.000517327136321392,0.000725345727357213,0.00151821809097843,-80593969.7291015,241781909.187305,0.0041771799378476
4.9,242162861.772958,1.07634255003591e-08,9.48471543872752e-09,0.0018,-0.000536755707442912,-0.000536755707442912,0.000726488585114174,0.0015578371383903,-80720953.9243193,242162861.772958,0.00421527517491934
4.92,242543814.303685,1.13971464689269e-08,1.00817441066901e-08,0.00184,-0.000556184278646821,-0.000556184278646821,0.000727631442706354,0.00159745618585721,-80847938.1012283,242543814.303685,0.0042533704122657
4.94,242924766.834412,1.20308674374947e-08,1.06787727746526e-08,0.00188,-0.000575612849850731,-0.000575612849850731,0.000728774300298534,0.00163707523332424,-80974922.2781372,242924766.834412,0.00429146564961207
4.96,243305719.365138,1.26645884060625e-08,1.12758014426152e-08,0.00192,-0.000595041421054641,-0.000595041421054641,0.000729917157890715,0.00167669428079138,-81101906.4550461,243305719.365138,0.00432956088695843
4.98,243686671.895865,1.32983093746303e-08,1.18728301105778e-08,0.00196,-0.000614469992258551,-0.000614469992258551,0.000731060015482895,0.00171631332825861,-81228890.6319551,243686671.895865,0.0043676561243048
5,244067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.002,-0.000633898563462461,-0.000633898563462461,0.000732202873075075,0.00175593237572594,-81355874.808864,244067624.426592,0.00440575136165117
5.02,236067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00196,-0.000625539325733039,-0.000625539325733039,0.000708921348533918,0.0017236928839079,-78689208.1421974,236067624.426592,0.00440575136165117
5.04,228067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00192,-0.000617533878681729,-0.000617533878681729,0.000684932242636539,0.00169168925254199,-76022541.4755307,228067624.426592,0.00440575136165117
5.06,220067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00188,-0.000609532818796506,-0.000609532818796506,0.000660934362406986,0.00165968854595353,-73355874.8088641,220067624.426592,0.00440575136165117
5.08,212067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00184,-0.000601532631302291,-0.000601532631302291,0.000636934737395415,0.00162768842095914,-70689208.1421973,212067624.426592,0.00440575136165117
5.1,204067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.0018,-0.000593532565885229,-0.000593532565885229,0.00061293486822954,0.00159568837734959,-68022541.4755307,204067624.426592,0.00440575136165117
5.12,196067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00176,-0.000585532540052779,-0.000585532540052779,0.000588934919894439,0.00156368836012985,-65355874.808864,196067624.426592,0.00440575136165117
5.14,188067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00172,-0.000577532514220329,-0.000577532514220329,0.000564934971559339,0.0015316883429102,-62689208.1421974,188067624.426592,0.00440575136165117
5.16,180067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00168,-0.000569532488387879,-0.000569532488387879,0.000540935023224238,0.00149968832569062,-60022541.4755307,180067624.426592,0.00440575136165117
5.18,172067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00164,-0.00056153246255543,-0.00056153246255543,0.000516935074889138,0.00146768830847114,-57355874.8088641,172067624.426592,0.00440575136165117
5.2,164067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.0016,-0.00055353243672298,-0.00055353243672298,0.000492935126554037,0.00143568829125176,-54689208.1421973,164067624.426592,0.00440575136165117
5.22,156067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00156,-0.00054553241089053,-0.00054553241089053,0.000468935178218937,0.00140368827403248,-52022541.4755307,156067624.426592,0.00440575136165117
5.24,148067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00152,-0.00053753238505808,-0.00053753238505808,0.000444935229883836,0.0013716882568133,-49355874.808864,148067624.426592,0.00440575136165117
5.26,140067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00148,-0.000529532359225631,-0.000529532359225631,0.000420935281548736,0.00133968823959425,-46689208.1421974,140067624.426592,0.00440575136165117
5.28,132067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00144,-0.000521532333393181,-0.000521532333393181,0.000396935333213635,0.00130768822237532,-44022541.4755307,132067624.426592,0.00440575136165117
5.3,124067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.0014,-0.000513532323180391,-0.000513532323180391,0.000372935353639216,0.00127568821556963,-41355874.8088641,124067624.426592,0.00440575136165117
5.32,116067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00136,-0.000505532319147477,-0.000505532319147477,0.000348935361705044,0.00124368821288401,-38689208.1421973,116067624.426592,0.00440575136165117
5.34,108067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00132,-0.000497532315114563,-0.000497532315114563,0.000324935369770873,0.00121168821019854,-36022541.4755307,108067624.426592,0.00440575136165117
5.36,100067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00128,-0.000489532311081648,-0.000489532311081648,0.0003009353778367,0.00117968820751325,-33355874.808864,100067624.426592,0.00440575136165117
5.38,92067624.4265922,1.3932030343198e-08,1.24698587785403e-08,0.00124,-0.000481532307048734,-0.000481532307048734,0.000276935385902529,0.00114768820482814,-30689208.1421974,92067624.4265922,0.00440575136165117
5.4,84067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.0012,-0.00047353230301582,-0.00047353230301582,0.000252935393968357,0.00111568820214322,-28022541.4755307,84067624.426592,0.00440575136165117
5.42,76067624.4265922,1.3932030343198e-08,1.24698587785403e-08,0.00116,-0.000465532298982906,-0.000465532298982906,0.000228935402034185,0.00108368819945853,-25355874.8088641,76067624.4265922,0.00440575136165117
5.44,68067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00112,-0.000457532294949992,-0.000457532294949992,0.000204935410100013,0.00105168819677408,-22689208.1421973,68067624.426592,0.00440575136165117
5.46,60067624.4265922,1.3932030343198e-08,1.24698587785403e-08,0.00108,-0.000449532290917078,-0.000449532290917078,0.000180935418165842,0.00101968819408989,-20022541.4755307,60067624.4265921,0.00440575136165117
5.48,52067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.00104,-0.000441532286884164,-0.000441532286884164,0.000156935426231669,0.000987688191405982,-17355874.808864,52067624.426592,0.00440575136165117
5.5,44067624.4265922,1.3932030343198e-08,1.24698587785403e-08,0.000999999999999998,-0.000433532285289762,-0.000433532285289762,0.000132935429420474,0.000955688190348067,-14689208.1421974,44067624.4265921,0.00440575136165117
5.52,36067624.4265923,1.3932030343198e-08,1.24698587785403e-08,0.000959999999999999,-0.000425532284660151,-0.000425532284660151,0.000108935430679696,0.000923688189933693,-12022541.4755308,36067624.4265923,0.00440575136165117
5.54,28067624.4265921,1.3932030343198e-08,1.24698587785403e-08,0.000919999999999998,-0.00041753228403054,-0.00041753228403054,8.49354319389179e-05,0.000891688189519703,-9355874.80886406,28067624.4265921,0.00440575136165117
5.56,20067624.426592,1.3932030343198e-08,1.24698587785403e-08,0.000879999999999997,-0.000409532283400929,-0.000409532283400929,6.09354331981395e-05,0.00085968818910614,-6689208.14219733,20067624.426592,0.00440575136165117
5.58,12067624.4265921,1.3932030343198e-08,1.24698587785403e-08,0.000839999999999998,-0.000401532282771318,-0.000401532282771318,3.69354344573621e-05,0.000827688188693058,-4022541.47553072,12067624.4265921,0.00440575136165117
5.6,4067624.42659233,1.3932030343198e-08,1.24698587785403e-08,0.000799999999999999,-0.000393532282141707,-0.000393532282141707,1.29354357165847e-05,0.00079568818828051,-1355874.80886412,4067624.42659231,0.00440575136165117
5.62,-3932375.57340785,1.3932030343198e-08,1.24698587785403e-08,0.000759999999999998,-0.000385532281512096,-0.000385532281512096,-1.10645630241936e-05,0.000763688187868564,1310791.85780261,3932375.57340786,0.00440575136165117
5.64,-11932375.5734077,1.3932030343198e-08,1.24698587785403e-08,0.000719999999999999,-0.000377532280882485,-0.000377532280882485,-3.5064561764971e-05,0.000731688187457302,3977458.52446922,11932375.5734077,0.00440575136165117
5.66,-19932375.5734079,1.3932030343198e-08,1.24698587785403e-08,0.000679999999999998,-0.000369532280252874,-0.000369532280252874,-5.90645605057494e-05,0.000699688187046813,6644125.19113594,19932375.5734079,0.00440575136165117
5.68,-27932375.5734077,1.3932030343198e-08,1.24698587785403e-08,0.000639999999999999,-0.000361532279623263,-0.000361532279623263,-8.30645592465268e-05,0.000667688186637212,9310791.85780255,27932375.5734077,0.00440575136165117
5.7,-35932375.5734079,1.3932030343198e-08,1.24698587785403e-08,0.000599999999999998,-0.000353532279374347,-0.000353532279374347,-0.000107064558748697,0.000635688186482429,11977458.5244693,35932375.5734079,0.00440575136165117
5.72,-43932375.5734077,1.3932030343198e-08,1.24698587785403e-08,0.000559999999999999,-0.000345532279276054,-0.000345532279276054,-0.000131064558552109,0.000603688186429244,14644125.1911359,43932375.5734077,0.00440575136165117
5.74,-51932375.5734079,1.3932030343198e-08,1.24698587785403e-08,0.000519999999999998,-0.00033753227917776,-0.00033753227917776,-0.000155064558355522,0.00057168818637744,17310791.8578026,51932375.5734079,0.00440575136165117
5.76,-59932375.5734077,1.3932030343198e-08,1.24698587785403e-08,0.000479999999999999,-0.000329532279079467,-0.000329532279079467,-0.000179064558158934,0.000539688186327264,19977458.5244692,59932375.5734077,0.00440575136165117
5.78,-67932375.5734079,1.3932030343198e-08,1.24698587785403e-08,0.000439999999999998,-0.000321532278981173,-0.000321532278981173,-0.000203064557962348,0.000507688186279023,22644125.1911359,67932375.5734079,0.00440575136165117
5.8,-75932375.5734077,1.3932030343198e-08,1.24698587785403e-08,0.000399999999999999,-0.000313532278882879,-0.000313532278882879,-0.00022706455776576,0.000475688186233109,25310791.8578026,75932375.5734077,0.00440575136165117
5.82,-83932375.5734079,1.3932030343198e-08,1.24698587785403e-08,0.000359999999999998,-0.000305532278784585,-0.000305532278784585,-0.000251064557569173,0.000443688186190023,27977458.5244693,83932375.5734079,0.00440575136165117
5.84,-91932375.5734077,1.3932030343198e-08,1.24698587785403e-08,0.000319999999999999,-0.000297532278686292,-0.000297532278686292,-0.000275064557372585,0.000411688186150428,30644125.1911359,91932375.5734077,0.00440575136165117
5.86,-99932375.5734079,1.3932030343198e-08,1.24698587785403e-08,0.000279999999999998,-0.000289532278587998,-0.000289532278587998,-0.000299064557175998,0.000379688186115202,33310791.8578026,99932375.5734079,0.00440575136165117
5.88,-107932375.573408,1.3932030343198e-08,1.24698587785403e-08,0.000239999999999999,-0.000281532278489704,-0.000281532278489704,-0.00032306455697941,0.000347688186085556,35977458.5244692,107932375.573408,0.00440575136165117
5.9,-115932375.573408,1.3932030343198e-08,1.24698587785403e-08,0.000199999999999998,-0.000273532278450844,-0.000273532278450844,-0.00034706455690169,0.000315688186102806,38644125.191136,115932375.573408,0.00440575136165117
5.92,-123932375.573408,1.3932030343198e-08,1.24698587785403e-08,0.000159999999999999,-0.000265532278435499,-0.000265532278435499,-0.000371064556870999,0.000283688186145469,41310791.8578026,123932375.573408,0.00440575136165117
5.94,-131932375.573408,1.3932030343198e-08,1.24698587785403e-08,0.000119999999999999,-0.000257532278420153,-0.000257532278420153,-0.000395064556840307,0.000251688186201583,43977458.5244692,131932375.573408,0.00440575136165117
5.96,-139932375.573408,1.3932030343198e-08,1.24698587785403e-08,7.99999999999986e-05,-0.000249532278404808,-0.000249532278404808,-0.000419064556809617,0.000219688186277022,46644125.1911359,139932375.573408,0.00440575136165117
5.98,-147932375.573408,1.3932030343198e-08,1.24698587785403e-08,3.99999999999977e-05,-0.000241532278389462,-0.000241532278389462,-0.000443064556778927,0.000187688186381674,49310791.8578026,147932375.573408,0.00440575136165117
6,-155932375.573408,1.3932030343198e-08,1.24698587785403e-08,-1.43656787854329e-18,-0.000233532278374117,-0.000233532278374117,-0.000467064556748235,0.000155688186533553,51977458.5244692,155932375.573408,0.00440575136165117
6.02,-163932375.573408,1.3932030343198e-08,1.24698587785403e-08,-4.00000000000005e-05,-0.000225532278358772,-0.000225532278358772,-0.000491064556717544,0.000123688186769312,54644125.1911358,163932375.573408,0.00440575136165117
6.04,-171932375.573408,1.3932030343198e-08,1.24698587785403e-08,-8.00000000000014e-05,-0.000217532278343426,-0.000217532278343426,-0.000515064556686854,9.16881871767739e-05,57310791.8578026,171932375.573408,0.00440575136165117
6.06,-179932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000120000000000002,-0.00020953227832808,-0.00020953227832808,-0.000539064556656163,5.96881880321029e-05,59977458.5244693,179932375.573408,0.00440575136165117
6.08,-187932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000160000000000001,-0.000201532278312735,-0.000201532278312735,-0.000563064556625472,2.76881908881361e-05,62644125.1911359,187932375.573408,0.00440575136165117
6.1,-195932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000200000000000001,-0.000193532278306669,-0.000193532278306669,-0.000587064556613338,4.31184879327829e-06,65310791.8578025,195932375.573408,0.00440575136165117
6.12,-203932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000240000000000002,-0.000185532278304273,-0.000185532278304273,-0.000611064556608547,3.63118185404467e-05,67977458.5244693,203932375.573408,0.00440575136165117
6.14,-211932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000280000000000001,-0.000177532278301877,-0.000177532278301877,-0.000635064556603755,6.83118166323874e-05,70644125.1911359,211932375.573408,0.00440575136165117
6.16,-219932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000320000000000003,-0.00016953227830093,-0.00016953227830093,-0.000659064556601862,0.000100311815941745,73310791.8578026,219932375.573408,0.00440575136165117
6.18,-227932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000360000000000002,-0.000161532278300556,-0.000161532278300556,-0.000683064556601113,0.000132311815585092,75977458.5244693,227932375.573408,0.00440575136165117
6.2,-235932375.573408,1.3932030343198e-08,1.24698587785403e-08,-0.000400000000000003,-0.000153532278300181,-0.000153532278300181,-0.000707064556600366,0.000164311815367455,78644125.191136,235932375.573408,0.00440575136165117
6.22,-243845635.656391,1.39232266580118e-08,1.24630730197419e-08,-0.000440000000000003,-0.000145402168424532,-0.000145402168424532,-0.000730804336849067,0.000196398555137368,81281878.5521305,243845635.656391,0.00440618506123625
6.24,-244435803.890905,1.35088171497148e-08,1.19915041408255e-08,-0.000480000000000004,-0.000126287420776302,-0.000126287420776302,-0.000732574841552608,0.000235808386776889,81478601.2969684,244435803.890905,0.00444323422006368
6.26,-244816758.134251,1.35940895531311e-08,1.18954220534058e-08,-0.000520000000000003,-0.000106858852141321,-0.000106858852141321,-0.000733717704282645,0.000275427432443243,81605586.0447502,244816758.134251,0.00448132944884695
6.28,-245197712.288442,1.36544074546019e-08,1.17720215162668e-08,-0.000560000000000004,-8.74302833726072e-05,-8.74302833726072e-05,-0.000734860566745218,0.000315046478221464,81732570.7628139,245197712.288442,0.004519424678076
6.3,-245578665.167973,1.33579455090109e-08,1.1258043265574e-08,-0.000600000000000003,-6.80017126919043e-05,-6.80017126919043e-05,-0.000736003425383812,0.000354665525289444,81859555.055991,245578665.167973,0.00455751991367834
6.32,-245959618.047504,1.30614835634198e-08,1.07440650148811e-08,-0.000640000000000004,-4.85731420112005e-05,-4.85731420112005e-05,-0.000737146284022405,0.000394284572367975,81986539.349168,245959618.047504,0.00459561514928069
6.34,-246340570.571243,1.2703228522265e-08,1.016324734638e-08,-0.000680000000000004,-2.91445707968098e-05,-2.91445707968098e-05,-0.000738289141593623,0.000433903619809954,82113523.5237478,246340570.571243,0.00463371038666199
6.36,-246721523.08567,1.23433560137035e-08,9.580680120282e-09,-0.000720000000000004,-9.71599956844859e-06,-9.71599956844861e-06,-0.000739431999136902,0.000473522667266984,82240507.6952232,246721523.08567,0.00467180562408986
6.38,-247102475.482346,1.18990541288082e-08,8.99684607094234e-09,-0.00076,9.7125718365347e-06,9.71257183653469e-06,-0.000740574856326931,0.000513141714846167,82367491.8274487,247102475.482346,0.00470990086210647
6.4,-247483427.863301,1.13842292187202e-08,8.49416480743468e-09,-0.000800000000000002,2.9141143265104e-05,2.9141143265104e-05,-0.000741717713469794,0.000552760762444538,82494475.9544335,247483427.863301,0.0047479961002017
6.42,-247864380.244255,1.11787231514156e-08,8.20516777445868e-09,-0.000840000000000002,4.85697146936727e-05,4.85697146936727e-05,-0.000742860570612657,0.000592379810045673,82621460.0814182,247864380.244255,0.00478609133829693
6.44,-248245332.625209,1.08489346819751e-08,7.68461783266424e-09,-0.000880000000000002,6.79982861222412e-05,6.79982861222412e-05,-0.000744003427755519,0.000631998857649053,82748444.2084029,248245332.625209,0.00482418657639216
6.46,-248626285.006163,1.05424953487081e-08,7.28199692230311e-09,-0.000920000000000003,8.74268575508106e-05,8.74268575508106e-05,-0.000745146284898382,0.000671617905254283,82875428.3353877,248626285.006163,0.00486228181448739
6.48,-249007237.387117,1.02994927984307e-08,7.19977494745999e-09,-0.000960000000000004,0.00010685542897938,0.00010685542897938,-0.000746289142041244,0.000711236952861053,83002412.4623724,249007237.387117,0.00490037705258262
6.5,-249388189.768071,1.00529203232377e-08,7.08201785133729e-09,-0.001,0.000126284000407948,0.000126284000407949,-0.000747431999184107,0.000750856000469116,83129396.5893571,249388189.768071,0.00493847229067785
6.52,-249769142.149025,9.76640487283964e-09,6.56666738793483e-09,-0.00104,0.000145712571836517,0.000145712571836517,-0.000748574856326969,0.00079047504807828,83256380.7163418,249769142.149025,0.00497656752877308
6.54,-250150094.529979,9.47988942244159e-09,6.05131692453234e-09,-0.00108,0.000165141143265086,0.000165141143265086,-0.000749717713469831,0.000830094095688389,83383364.8433265,250150094.52998,0.00501466276686831
6.56,-250531046.910934,9.24045482825243e-09,5.92749296175736e-09,-0.00112000000000001,0.000184569714693656,0.000184569714693656,-0.000750860570612694,0.000869713143299312,83510348.9703112,250531046.910934,0.00505275800496354
6.58,-250911999.291888,9.00654116456476e-09,5.84958130333514e-09,-0.00116,0.000203998286122224,0.000203998286122224,-0.000752003427755556,0.000909332190910942,83637333.0972959,250911999.291888,0.00509085324305877
6.6,-251292951.672842,8.77262750087708e-09,5.77166964491292e-09,-0.0012,0.000223426857550793,0.000223426857550792,-0.000753146284898419,0.00094895123852319,83764317.2242806,251292951.672842,0.005128948481154
6.62,-251673904.053796,8.53871383718939e-09,5.6937579864907e-09,-0.00124,0.000242855428979362,0.000242855428979362,-0.000754289142041281,0.000988570286135985,83891301.3512653,251673904.053796,0.00516704371924923
6.64,-252054856.43475,8.30480017350172e-09,5.61584632806848e-09,-0.00128,0.00026228400040793,0.00026228400040793,-0.000755431999184143,0.00102818933374926,84018285.47825,252054856.43475,0.00520513895734445
6.66,-252435808.815704,8.07088650981403e-09,5.53793466964626e-09,-0.00132,0.000281712571836499,0.000281712571836499,-0.000756574856327005,0.00106780838136297,84145269.6052348,252435808.815704,0.00524323419543968
6.68,-252816761.196658,7.83697284612635e-09,5.46002301122404e-09,-0.00136,0.000301141143265068,0.000301141143265068,-0.000757717713469868,0.00110742742897705,84272253.7322195,252816761.196658,0.00528132943353491
6.7,-253197713.577613,7.60305918243867e-09,5.38211135280181e-09,-0.0014,0.000320569714693637,0.000320569714693637,-0.00075886057061273,0.00114704647659148,84399237.8592042,253197713.577613,0.00531942467163014
6.72,-253578665.958567,7.36914551875099e-09,5.30419969437959e-09,-0.00144,0.000339998286122205,0.000339998286122205,-0.000760003427755593,0.00118666552420622,84526221.9861889,253578665.958567,0.00535751990972537
6.74,-253959618.339521,7.13523185506331e-09,5.22628803595737e-09,-0.00148,0.000359426857550775,0.000359426857550775,-0.000761146284898455,0.00122628457182123,84653206.1131736,253959618.339521,0.0053956151478206
6.76,-254340570.720475,6.80819073632135e-09,4.76170798905536e-09,-0.00152,0.000378855428979343,0.000378855428979343,-0.000762289142041317,0.0012659036194365,84780190.2401583,254340570.720475,0.00543371038591583
6.78,-254721523.101429,6.47022903863211e-09,4.25178532369194e-09,-0.00156,0.000398284000407912,0.000398284000407912,-0.00076343199918418,0.001305522667052,84907174.367143,254721523.101429,0.00547180562401106
6.8,-255102475.482383,6.13226734094289e-09,3.74186265832854e-09,-0.0016,0.000417712571836481,0.00041771257183648,-0.000764574856327042,0.0013451417146677,85034158.4941277,255102475.482383,0.00550990086210629
6.82,-255483427.863337,5.79430564325365e-09,3.23193999296512e-09,-0.00164,0.00043714114326505,0.00043714114326505,-0.000765717713469904,0.0013847607622836,85161142.6211124,255483427.863337,0.00554799610020152
6.84,-255864380.244291,5.45634394556443e-09,2.72201732760172e-09,-0.00168,0.000456569714693618,0.000456569714693618,-0.000766860570612767,0.00142437980989967,85288126.7480971,255864380.244291,0.00558609133829675
6.86,-256245332.625246,5.11838224787519e-09,2.2120946622383e-09,-0.00172,0.000475998286122188,0.000475998286122187,-0.000768003427755629,0.00146399885751591,85415110.8750818,256245332.625246,0.00562418657639198
6.88,-256626285.0062,4.78042055018596e-09,1.7021719968749e-09,-0.00176,0.000495426857550756,0.000495426857550756,-0.000769146284898492,0.00150361790513229,85542095.0020665,256626285.0062,0.00566228181448721
6.9,-257007237.387154,4.44245885249673e-09,1.19224933151148e-09,-0.0018,0.000514855428979325,0.000514855428979325,-0.000770289142041354,0.00154323695274881,85669079.1290513,257007237.387154,0.00570037705258244
6.92,-257388189.768108,4.1044971548075e-09,6.8232666614808e-10,-0.00184,0.000534284000407894,0.000534284000407893,-0.000771431999184216,0.00158285600036545,85796063.256036,257388189.768108,0.00573847229067767
6.94,-257769142.149062,3.76653545711828e-09,1.72404000784682e-10,-0.00188,0.000553712571836462,0.000553712571836462,-0.000772574856327079,0.00162247504798221,85923047.3830207,257769142.149062,0.00577656752877289
6.96,-258150094.530015,3.1481773281178e-09,-3.76404843302387e-10,-0.00192,0.000573141143265033,0.000573141143265032,-0.000773717713469939,0.00166209409559909,86050031.5100051,258150094.530015,0.00581466276686813
6.98,-258531046.910968,3.34556066248233e-09,-1.051035977964e-10,-0.00196000000000001,0.000592569714693604,0.000592569714693604,-0.000774860570612798,0.00170171314321606,86177015.6369894,258531046.910968,0.00585275800496337
